file_name,state,inference_transcript,transcript,reviewed_transcript,url,created_at,submitted_at,reviewed_at,audio_duration,original_id
STT_GR_0037_1574_4623484_to_4625148,accepted,སྟོང་ཉིད་དང་ཚུན་ིག་ཀྱི་བསམ་ློ་ད་ྱོག་པ།  ,སྟོང་ཉིད་དང་སྙིང་རྗེ་ཟུང་དུ་འཇུག་པ་,སྟོང་ཉིད་དང་སྙིང་རྗེ་ཟུང་དུ་འཇུག་པ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0037_1574_4623484_to_4625148.wav,2025-06-20 16:42:43.783,2025-08-03 09:42:39.020,2025-10-24 06:40:55.163,1.664,STT_GR_0037
STT_GR_0037_1597_4790936_to_4793752,accepted,དེ་རདེ་ལ་ཞས་ལེན་འགོ་ཐབས་ད་མང་པོ་ཡོད། ཡོད་ས་རེད།  ,དེ་ནས་དེ་ལ་ཞི་གནས་སྒོམ་ཐབས་མང་པོ་ཡོད་ས་རེད་,དེ་ནས་དེ་ལ་ཞི་གནས་སྒོམ་ཐབས་ད་མང་པོ་ཡོད། ཡོད་ས་རེད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0037_1597_4790936_to_4793752.wav,2025-06-20 16:42:43.783,2025-08-03 10:18:40.396,2025-10-24 07:07:40.254,2.816,STT_GR_0037
STT_GR_0037_1654_4960607_to_4963168,accepted,ད་ྟ་རིང་ལག་ཐར་པ་མ་རིང་ལག་ཐར་པའ་གི་ ,འདི་འགྲིག་ན་ཐང་མི་འགྲིག་ན་ཐང་གི་རེད་,འདི་འགྲིག་ན་ཐང་ན། མི་འགྲིག་ན་ཐང་གི་རེད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0037_1654_4960607_to_4963168.wav,2025-06-20 16:42:43.783,2025-08-03 11:43:14.460,2025-10-24 07:29:01.692,2.561,STT_GR_0037
STT_GR_0037_1655_4963263_to_4964544,accepted,ལྔབ་ྟོག་ྱོག་དེ་ཡ་རེད་ཤག ,ལྷག་པའི་འགྲོ་འོངས་གྱུར་པ་རེད་ཟེར་,རྣམ་རྟོག་ལ་དབང་གྱུར་པ་རེད་ཟེར།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0037_1655_4963263_to_4964544.wav,2025-06-20 16:42:43.783,2025-08-03 11:43:36.174,2025-10-24 07:29:29.706,1.281,STT_GR_0037
STT_GR_0037_1657_4967744_to_4968639,accepted,སླབ་རྟོག་དེ།  ,རྣམ་རྟོག་དེ་,རྣམ་རྟོག་དེ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0037_1657_4967744_to_4968639.wav,2025-06-20 16:42:43.783,2025-08-03 11:43:56.782,2025-10-24 07:29:43.848,0.895,STT_GR_0037
STT_GR_0037_1673_5015192_to_5016728,accepted,རདོག་ལས་གོ་བོ་ཡོད་ས་རེད།  ,སྡུག་བསྔལ་ལ་གོ་ཡི་ཡོད་ས་རེད་,སྡུག་བསྔལ་གྱི་གོ་ཡི་ཡོད་ས་རེད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0037_1673_5015192_to_5016728.wav,2025-06-20 16:42:43.783,2025-08-03 19:28:51.159,2025-10-24 07:35:08.771,1.536,STT_GR_0037
STT_GR_0037_1674_5016920_to_5017816,accepted,ཨུམ།  ,འོ་,ཨུམ།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0037_1674_5016920_to_5017816.wav,2025-06-20 16:42:43.783,2025-08-03 19:28:59.773,2025-10-24 07:35:16.249,0.896,STT_GR_0037
STT_GR_0132_0133_1676005_to_1681641,submitted,འཇིག་རྟེན་ག་འཇིག་རྟེན་རེ། ད་ཁྱི་མ་ཚེ་ལས་རྒྱུ་འབྲས་གཅིག་ཀྱང་མི་མཐོང་བ། ཚེ་འདི་ཁོ་རང་མཐོང་བ།,འཇིག་རྟེན་པ་འཇིག་རྟེན་རེད། ཚེ་སྔ་ཕྱི་ལས་རྒྱུ་འབྲས་གཅིག་ཀྱང་མི་མཐོང་བ། ཚེ་འདི་ཁོ་ན་མཐོང་བ་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0132_0133_1676005_to_1681641.wav,2025-08-13 17:20:19.435,2025-08-25 19:34:54.819,,5.636,STT_GR_0132
STT_GR_0132_0207_2371845_to_2374934,submitted,ྨོན་ལམ་འདི་ན་ཕར་ཆེར་བསམ་ན་་ལ་མྱུང་གིརེད,སྨོན་ལམ་འདི་ད་ཕལ་ཆེར་བཏབ་ན་ཡང་འགྲིག་འགྲོ་གི་རེད། ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0132_0207_2371845_to_2374934.wav,2025-08-13 17:20:19.435,2025-08-25 19:50:28.890,,3.089,STT_GR_0132
STT_GR_0038_0256_1000204_to_1002988,accepted,དེ་རིང་བར་སོག་ལ་དེ་རིང་སག་ཅི་དང་རྡོག་ྱིས་ལ་སོགས་པ།  ,དེ་ནས་ཕཪ་སོང་ན་དེ་ནས་ཕྱག་ཆེན་དང་རྫོགས་ཆེན་ལ་སོགས་པ་,དེ་ནས་ཕཪ་སོང་ན་དེ་ནས་ཕྱག་ཆེན་དང་རྫོགས་ཆེན་ལ་སོགས་པ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0256_1000204_to_1002988.wav,2025-06-20 16:42:43.783,2025-08-03 19:33:24.102,2025-10-24 07:38:41.334,2.784,STT_GR_0038
STT_GR_0038_0257_1003308_to_1007596,transcribing,དག་བི་ང་ན་འགྲོ་ལ་དེ་བཀཤས་ྱེ་མང་པོ་ཡོང་གི་ཡོད་རེད། དེ་མ་ནས་གནས་སྐབས་དེ་ནས།  ,ད་ལྟ་ནང་བཞིན་འགྲེལ་བཤད་མང་པོ་ཡོང་གི་ཡོད་རེད། དེ་མིན་གནས་སྐབས་ཀྱི་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0257_1003308_to_1007596.wav,2025-06-20 16:42:43.783,2025-08-03 19:33:58.355,2025-10-24 19:30:35.327,4.288,STT_GR_0038
STT_GR_0038_0260_1010860_to_1013388,accepted,མགོ་དོ་མ་རེད། མགོ་དེ། གོ་མ་མར་ཁག་པོ་ཡོད་རེད།  ,གོ་ཐུབ་པས་གོ་གོ་མི་ཐུབ་པ་དེ་ཁག་པོ་ཡོད་རེད་,གོ་ཐུབ་པ་ཡིས་གོ་གོ་ཐུབ། གོ་མི་ཐུབ་པ་ཁག་པོ་ཡོད་རེད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0260_1010860_to_1013388.wav,2025-06-20 16:42:43.783,2025-08-03 19:34:43.645,2025-10-24 19:31:20.734,2.528,STT_GR_0038
STT_GR_0128_0799_4004620_to_4005936,submitted,སྐྱེད་ཀི་ཡོད་མ་རེད་གསུངས།,སྐྱེ་གི་ཡོད་མ་རེད་གསུང་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0128_0799_4004620_to_4005936.wav,2025-08-13 17:20:19.435,2025-08-23 16:54:18.563,,1.316,STT_GR_0128
STT_GR_0038_0261_1013452_to_1015052,accepted,ཨེ་དེ་ནས་ཞེ་རྲབ་དེ་ཙམ།  ,ཨེ་ནས་ཤེས་རབ་དེ་དང་,ཨེ། དེ་ནས་ཤེས་རབ་དེ་དང་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0261_1013452_to_1015052.wav,2025-06-20 16:42:43.783,2025-08-03 19:34:52.356,2025-10-24 19:31:30.584,1.6,STT_GR_0038
STT_GR_0038_0262_1015212_to_1016684,accepted,ཨེ། ཆོག་པག་བྱེད་ཟེ།  ,ཨེ་ཆོག་པ་བྱས་,ཨེ་ཆོག་པ་བྱེད་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0262_1015212_to_1016684.wav,2025-06-20 16:42:43.783,2025-08-03 19:35:00.852,2025-10-24 19:31:40.491,1.472,STT_GR_0038
STT_GR_0038_0285_1149764_to_1151108,accepted,དེས་རྒྱ་དུ་ཧ་གོ་གི་ཡོད་མ་རེད།  ,དུས་རྒྱུན་དུ་ཧ་གོ་གི་ཡོད་མ་རེད་,དུས་རྒྱུན་དུ་ཧ་གོ་གི་ཡོད་མ་རེད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0285_1149764_to_1151108.wav,2025-06-20 16:42:43.783,2025-08-03 19:38:44.960,2025-10-24 19:32:15.437,1.344,STT_GR_0038
STT_GR_0132_0215_00_2425002_to_2430005,submitted,བྱིན་བྱིས་ཀློག་གི་སྤྱན་རིས་གཟིགས་ཐུང་ད་དེ་སྨོན་ལམ་རེད། དེ་ནས་འདིའི་ལུང་གོ་ྫོ་ལེད་དོ་ཁ་ང།,བྱིན་གྱིས་རློབས་ཤིག་སྤྱན་རས་གཟིགས། ད་འདི་སྨོན་ལམ་རེད། དེ་ནས་འདི་ཡི་ལུང་དགོས་རྫོ་མཁན་འདུག ཁར་ཙང་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0132_0215_00_2425002_to_2430005.wav,2025-08-13 17:20:19.435,2025-08-25 20:09:22.058,,5.003,STT_GR_0132
STT_GR_0132_0247_02_2712926_to_2715623,submitted,མཁ་ཐམས་ཅད་ཀྱིས་ཨ་དེ་རེད་ཟེར,དཔའ་ཐམས་ཅད་ཀྱི་དེ་རེད་ཟེར་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0132_0247_02_2712926_to_2715623.wav,2025-08-13 17:20:19.435,2025-08-25 20:18:10.563,,2.697,STT_GR_0132
STT_GR_0132_0255_2777115_to_2779613,submitted,ལྷག་པར་དུ་དེ་ནས། ཨ།,ལྷག་པར་དུ་དེ་ནས། ཨ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0132_0255_2777115_to_2779613.wav,2025-08-13 17:20:19.435,2025-08-25 20:18:14.242,,2.498,STT_GR_0132
STT_GR_0034_0165_444647_to_445512,accepted,ཚད་མེད་པ་དེ།  ,ཚད་མེད་པ་ཟེར,ཚད་མེད་པ་བརྫས།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0165_444647_to_445512.wav,2025-06-20 16:42:28.134,2025-07-22 21:10:30.013,2025-10-19 07:08:33.593,0.865,STT_GR_0034
STT_GR_0038_0286_1151556_to_1153572,accepted,ྱིག་དཀའ་ངལ་བྱེད་པོ་དེ་དྲལ་པ་སྐབས་རས།  ,ཆེ་དཀའ་ངལ་ཆེན་པོ་ཞིག་འཕྲད་པའི་སྐབས་ལ་,ཕྱི་དཀའ་ངལ་ཆེན་པོ་ཞིག་འཕྲད་པའི་སྐབས་ནས།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0286_1151556_to_1153572.wav,2025-06-20 16:42:43.783,2025-08-03 19:39:02.144,2025-10-24 19:32:35.620,2.016,STT_GR_0038
STT_GR_0038_0289_1160388_to_1162084,accepted,དེ་ནས་ཡག་པོ་རྒྱག་ཡམ་གི་སེམས་ལ་འཛིན།  ,དེ་ཡང་དང་ཡང་དུ་སེམས་ལ་འཛིན་,དེ་ཡང་བསྐྱར་གྱིས་སེམས་ལ་འཛིན།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0289_1160388_to_1162084.wav,2025-06-20 16:42:43.783,2025-08-03 19:39:52.785,2025-10-24 19:35:22.022,1.696,STT_GR_0038
STT_GR_0038_0290_1162340_to_1165252,accepted,དེ་ཐ་མ་ར་བ་ནང་བཞིན་ལས་སོ་གི་ཡོད་རེད། ཨ།  ,དེ་ནས་ཐ་མལ་པ་དེས་དེ་ནས་ལས་བསགས་ཡོང་གི་ཡོད་རེད་,དེ་ནས་ཐ་མལ་པ་ལ་དེས་ལས་གསོག་ཡོང་གི་ཡོད་རེད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0290_1162340_to_1165252.wav,2025-06-20 16:42:43.783,2025-08-03 19:41:59.956,2025-10-24 19:35:46.613,2.912,STT_GR_0038
STT_GR_0038_0291_1167800_to_1170700,accepted,དེ་ལ་བརྟེན་ནས་དེ་རིང་ད་ལྟ་ཨ།  ,དེ་ལ་བརྟེན་ནས་དེ་ནས་ད་ལྟ་ཨ།  ,དེ་ལ་བརྟེན་ནས་དེ་ནས་ད་ལྟ་ཨེ། ,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0291_1167800_to_1170700.wav,2025-06-20 16:42:43.783,2025-08-03 19:42:08.409,2025-10-24 19:35:55.342,2.9,STT_GR_0038
STT_GR_0038_0332_1369764_to_1370980,accepted,ཉུན་མོངས་པ་དེ།  ,ཉོན་མོངས་པ་དེ་,ཉོན་མོངས་པ་དེ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0332_1369764_to_1370980.wav,2025-06-20 16:42:43.783,2025-08-05 18:42:10.316,2025-10-24 19:43:11.740,1.216,STT_GR_0038
STT_GR_0122_0731_01_5134552_to_5141083,submitted,བླ་མ་རང་སེམས་དབྱེར་མེད་ཟེར་ཟེར་ དེ་རང་གི་ཤེས་རབ་དེ་རེད། ས་ཤེས་རབ་དེ་ལ་ྐྱེ་ཤེས་ཡོད་མ་རེད་རང་གི,བླ་མ་རང་སེམས་དབྱེར་མེད་ཟེར་རྒྱུ་དེ་ཤེས་རབ་དེ་རེད་ཟེར། དེ་ནས་ཤེས་རབ་དེ་ལ་དཔྱད་ཤེས་ཡོད་མ་རེད་རང་གི་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0122_0731_01_5134552_to_5141083.wav,2025-08-13 17:20:19.435,2025-08-20 15:45:58.041,,6.531,STT_GR_0122
STT_GR_0038_0342_1383139_to_1384836,accepted,བདག་སདིག་རླག་ཚོགས་ཐོན་ན།  ,བདག་འཛིན་བརླགས་སོང་ཚར་ན་,བདག་འཛིན་བརླགས་སོང་ཚར་ན།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0038_0342_1383139_to_1384836.wav,2025-06-20 16:42:43.783,2025-08-05 18:44:20.976,2025-10-24 19:44:23.617,1.697,STT_GR_0038
STT_GR_0122_0727_00_5092349_to_5100845,submitted,དེ་ཐམས་ཅད་ཀྱི་དངོས་གནས་གཟུགས་དེ་བླ་མ་ལེ། གཟུགས་དེ་སྤྲུལ་སྐུ་རེད་ཟེར། ཞུག་ལ་འཛེན་གནས་དེ། ། གཅིག་ཏུ་བསྡུས་ནས། ས,དེ་གས་ཐམས་ཅད་ཀྱི་དངོས་གནས་གཟུགས་དེ་བླ་མ་རེད་གཟུགས་དེ་སྤྲུལ་སྐུ་རེད་ཟེར། གསུང་ལ་རྟེན་ནས་དེ་ནས་གཅིག་ཏུ་བསྡུས་ན་གསུང་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0122_0727_00_5092349_to_5100845.wav,2025-08-13 17:20:19.435,2025-08-20 15:40:16.188,,8.496,STT_GR_0122
STT_GR_0040_0014_160738_to_162096,accepted,གྲོགས་མོ་ཚང་མ་ལ་དེ་ནས།,གྲོགས་པོ་ཚང་མ་ལ་དེ་ནས་,གྲོགས་པོ་ཚང་མ་ལ་དེ་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0040_0014_160738_to_162096.wav,2025-08-05 17:54:47.135,2025-08-07 09:52:50.361,2025-10-25 05:29:40.405,1.358,STT_GR_0040
STT_GR_0035_1994_5595340_to_5595916,accepted,ཨོ་ོ།  ,ཨོ་འོ་,ཨོ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_1994_5595340_to_5595916.wav,2025-06-20 16:42:28.134,2025-07-29 18:37:08.968,2025-10-21 06:09:29.593,0.576,STT_GR_0035
STT_GR_0040_0029_218480_to_221230,accepted,དེ་ནས་ད་ད་ང་ཚོ་ལ། ཨ་འཇིག་རྟེས་འཁོར་བ་ལ།,དེ་ནས་ད་ལྟ་ང་ཚོ་ལ་འཇིག་རྟེན་འཁོར་བ་ལ་,དེ་ནས་ད་ལྟ་ང་ཚོ་ལ་ཨེ། འཇིག་རྟེན་འཁོར་བ་ལ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0040_0029_218480_to_221230.wav,2025-08-05 17:54:47.135,2025-08-07 10:01:10.121,2025-10-25 05:36:11.069,2.75,STT_GR_0040
STT_GR_0035_2064_5770103_to_5770712,accepted,ཨུམ།  ,ཨུམ།  ,ཨུམ།  ,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_2064_5770103_to_5770712.wav,2025-06-20 16:42:28.134,2025-07-29 20:06:53.715,2025-10-21 06:42:00.931,0.609,STT_GR_0035
STT_GR_0125_0374_2664441_to_2666078,submitted,ཨོ་དེ་ལས་ངག་ཡང་ཕཟིན་རེད།,ཨོ་དེ་ལ་ང་ཡང་སེམས་རེད་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0125_0374_2664441_to_2666078.wav,2025-08-13 17:20:19.435,2025-08-21 10:28:44.491,,1.637,STT_GR_0125
STT_GR_0047_0258_3084558_to_3088174,accepted,ད་སཉེས་གཉིས་མེད་པ། དེ་ཧ་གོ་ནེད། ཨེ། རིག་ལ།,བདག་གཞན་གཉིས་མེད་པ་དེ་ཧ་གོ་འགྲོ་རེད་རིག་ན་,བདག་གཞན་གཉིས་མེད་པ་དེ་ཧ་གོ་འགྲོ་རེད། ཨེ། རིག་ན་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0258_3084558_to_3088174.wav,2025-08-05 17:54:47.135,2025-08-09 20:06:58.428,2025-10-25 06:21:14.713,3.616,STT_GR_0047
STT_GR_0047_0262_3102691_to_3104932,accepted,ཨེ་ནསའདི་ང་ཡང་འཛིན་པ་འདི་དེ་ནས།,དེ་ནས་འཛིན་ང་ཡིར་འཛིན་པ་དེ་དེ་ནས་,དེ་ནས་འཛིན་ང་ཡིར་འཛིན་པ་དེ་དེ་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0262_3102691_to_3104932.wav,2025-08-05 17:54:47.135,2025-08-10 09:38:05.707,2025-10-25 06:22:47.532,2.241,STT_GR_0047
STT_GR_0125_0384_2741324_to_2743619,submitted,འདི་གསུམ་དེ། ཨ། རྡོ་རྗེ་རྒྱལ་པོ་གིས་,འདི་གསུང་དེ་རྡོ་རྗེ་རྒྱལ་བོ་ཡིས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0125_0384_2741324_to_2743619.wav,2025-08-13 17:20:19.435,2025-08-22 09:44:26.866,,2.295,STT_GR_0125
STT_GR_0126_0013_142489_to_144818,trashed,མི་ང་འགྲོ་ལ། ཕན། དུན་ང་ལཡོ་བ་ཟེར་ང་,,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0126_0013_142489_to_144818.wav,2025-08-13 17:20:19.435,2025-08-22 09:52:08.092,,2.329,STT_GR_0126
STT_GR_0051_1419_6136273_to_6137580,accepted,དེ་ནས་ྔོང་མ་ཤེས་ནས་གྡས་འགྲོད,དེ་ངོ་མ་ཤེས་ན་གནས་འགྲོ་ཡི་ཡོད་རེད་,དེ་ངོ་མ་ཤེས་ན་གནས་འགྲོ་ཡི་ཡོད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_1419_6136273_to_6137580.wav,2025-08-05 17:54:47.135,2025-08-11 18:21:14.061,2025-10-28 06:16:47.381,1.307,STT_GR_0051
